"Compounds ID","Score3","Name","Formula"
38,2.05720718051265,"1-O-(1E,3E,5E,7E,9E-heneicosapentenyl)-sn-glycerol","C24 H40 O3"
97,1.96396613579088,"",""
165,2.78779347529313,"FAHFA 2:0/22:4","C24 H38 O4"
172,6.80911314038669,"testolic acid","C19 H28 O4"
213,3.08131696746913,"FAHFA 7:0/11:0","C18 H34 O4"
229,2.78779347529313,"Cholic acid","C24 H40 O5"
372,3.05779419951179,"MG(0:0/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)","C25 H40 O4"
420,13.3459943022021,"","C18 H14 N2 O2"
455,1.77130078128961,"","C26 H44 N10 O4"
538,1.16095980668115,"","C14 H21 N O3"
666,3.40425277819525,"Mumiamicin","C15 H22 O3"
809,1.85785497132146,"MG(0:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)","C25 H38 O4"
1122,2.30208668394075,"","C24 H55 N8 O3 P S"
1178,2.52065782697054,"Lesquerolic acid","C20 H38 O3"
4763,2.92694292721934,"FAHFA 2:0/20:0","C22 H42 O4"
4534,3.25786541225438,"Gallicynoic acid H","C16 H28 O4"
824,2.56752317746477,"Mumiamicin","C15 H22 O3"
923,3.39068299142048,"2-hydroxy palmitic acid","C16 H32 O3"
1318,3.50635160196448,"","C20 H38 Cl N4 O3 P"
1538,3.20254457945247,"2-hydroxy palmitic acid","C16 H32 O3"
1698,3.08830938140592,"","C20 H41 N8 O3 P S"
2070,2.67949272588138,"Resolvin T1","C22 H34 O5"
2291,2.94089990780189,"","C22 H36 N6 O5"
2564,5.4946900423986,"","C16 H8 O4"
477,4.4968670612189,"Pentalinonside","C28 H42 O7"
3100,3.34666896239476,"PE O-24:6_2:0","C31 H52 N O7 P"
4408,2.40828587110504,"","C9 H3 Cl2 N2 O12 P"
5009,4.095260976266,"Embelin","C17 H26 O4"
507,1.48994780655544,"Demethylbatatasin IV","C14 H14 O3"
604,0.750567102203339,"","C33 H48 N3 O5 P"
781,5.99416705990991,"","C14 H10 O2"
873,1.48837626606003,"","C20 H38 Cl N4 O3 P"
877,5.29917408075643,"","C11 H15 N5 S"
1366,4.24064566374955,"16,16-dimethyl-PGD2","C22 H36 O5"
1526,2.21345807133238,"2-hydroxy-heptadecanoic acid","C17 H34 O3"
1754,4.75923173492415,"","C22 H32 N6 O2"
1869,9.28090311829818,"","C16 H12 O2"
2019,3.95997664910129,"3E,9Z,12Z,15Z-octadecatetraenoic acid","C18 H28 O2"
2339,7.13455524178661,"methyl 8-[3,5-epidioxy-2-(3-hydroperoxy-1-pentenyl)-cyclopentyl]-octanoate","C22 H36 O6"
2669,3.53747834111474,"3-Hydroxy-11-methyl-stearic acid","C19 H38 O3"
4,3.62976298143325,"ST 24:1;O4","C24 H40 O4"
550,4.52540499491287,"","C22 H43 N4 O5 P"
575,1.9831388443709,"","C28 H42 O6"
629,5.71113412922828,"","C24 H36 N6 O4"
737,9.01656944022219,"","C23 H28 N10 O S"
1077,3.3384231756392,"","C23 H48 N10 O3 S"
4536,2.53641188104899,"3,7-Dimethyl-2E,6E-decadien-1,10-dioic acid","C12 H18 O4"
6302,6.83427958117941,"3,7-Dimethyl-2E,6E-decadien-1,10-dioic acid","C12 H18 O4"
1684,6.42149271263245,"","C16 H8 O4"
2301,3.49499002436434,"","C18 H39 N6 O2 P S2"
2591,5.51588156526782,"","C26 H52 N6 O S2"
3255,2.57051544324085,"N-palmitoyl tyrosine","C25 H41 N O4"
2667,4.38626679989693,"2-oxo-heneicosanoic acid","C21 H40 O3"
30,4.76046584090935,"","C30 H44 N4 O2"
99,1.89592840606388,"",""
119,1.95923790032503,"","C73 H116 N4 O11"
211,1.02467729464559,"FAHFA 3:0/26:2","C29 H52 O4"
492,1.97399873123371,"ST 24:2;O4","C24 H38 O4"
664,1.64606157177193,"","C23 H53 N4 O5 P"
753,2.31881425665066,"Ximaosteroid C","C25 H36 O4"
754,2.31881425665066,"Oblatone C","C25 H38 O5"
1090,6.83648183950879,"ST 24:2;O4","C24 H38 O4"
1164,5.90716163127058,"Stoloniferone F","C28 H46 O5"
5376,5.06579810167064,"all-trans-7-hydroxyhexadeca-2,4,8,10-tetraenoic acid","C16 H24 O3"
1209,6.28773688009853,"1-O-(2R-methoxy-4Z,7Z,10Z,13Z,16Z-docosapentaenyl)-sn-glycerol","C26 H44 O4"
1815,1.31769983573821,"icas#18","C26 H37 N O7"
1991,4.74889506056998,"Ophiobolin R","C26 H38 O4"
2361,2.5957502700228,"","C20 H41 N8 O2 P S"
2593,10.7400528409917,"","C16 H20 N6 O2"
4041,6.56676953618074,"","C10 H17 N O3 P2 S"
5008,4.6462212343914,"Thapsic acid","C16 H30 O4"
5153,4.40464344335716,"","C5 H13 N8 P"
1243,3.30982644157672,"1,25-dihydroxy-2,4-dinor-1,3-secovitamin D3 / 1,25-dihydroxy-2,4-dinor-1,3-secocholecalciferol","C25 H42 O3"
1497,5.49152249534262,"PG(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C46 H79 O10 P"
1596,1.77511769073601,"PGF2alpha","C20 H34 O5"
3112,3.29495489937291,"Kammogenin","C27 H40 O5"
5,1.12534708986074,"PS(16:0/22:2(13Z,16Z))","C44 H82 N O10 P"
6,0.0483671760444203,"3-pentadecynoic acid","C15 H26 O2"
18,0.810229529596604,"16-methyl-6Z,9Z,12Z-heptadecatrienoic acid","C18 H30 O2"
23,0.0483671760444203,"4-keto pentadecanoic acid","C15 H28 O3"
69,9.83702659784393,"","C24 H32 N2 O6"
73,0.985552942519692,"9,12-hexadecadienoic acid","C16 H28 O2"
83,1.28057226719091,"2-hydroxy palmitic acid","C16 H32 O3"
94,8.58152142386083,"ST 24:1;O4","C24 H40 O4"
98,11.1314317706443,"Heterofibrin A3","C24 H34 O6"
129,0.87617296054993,"Methyl 7-oxo-11E-tetradecenoate","C15 H26 O3"
134,2.70403765017702,"","C48 H77 N4 P3"
137,0.370760472286825,"4-keto pentadecanoic acid","C15 H28 O3"
139,1.60329758560242,"2-hydroxy palmitic acid","C16 H32 O3"
149,2.86374650145592,"","C18 H26 O4"
167,1.19606293512022,"Aurentiacin","C18 H18 O4"
201,4.9430552842308,"17-hydroxy-1-oxo-2,3-seco-androstan-3-oic acid","C19 H30 O4"
209,5.02910656588849,"Dryopterin","C17 H14 O7"
210,0.345537491706346,"5-methyl-2E-tridecenoic acid","C14 H26 O2"
228,8.8394393457608,"","C24 H26 N6 O"
276,1.22524345136255,"","C15 H24 N6 O2"
313,1.21435502836148,"Ambrettolic acid","C16 H30 O3"
334,5.83278479930313,"ST 24:1;O4","C24 H40 O4"
360,1.34971739376493,"9-hydroxy-10-Octadecen-12-ynoic acid","C18 H30 O3"
405,3.41940199175158,"LMST01010250","C27 H44 O4"
422,4.43805503370185,"7,9,13,17-tetramethyl-7S,14S-dihydroxy-2E,4E,8E,10E,12E,16-octadecahexaenoic acid","C22 H32 O4"
453,2.40764777677078,"Dormatinone","C27 H44 O3"
491,10.7736424319541,"","C24 H33 N3 O9"
497,2.95405201877068,"Colocynthenin F","C32 H48 O10"
537,0.673935321867952,"","C46 H84 N9 O4 P S"
540,1.16138410903667,"18:2-Glc-cholesterol","C51 H86 O7"
618,5.27730922200208,"PS 2:0_19:0","C27 H52 N O10 P"
633,5.1208860671288,"","C19 H28 O5"
643,3.04480048071209,"14-hydroxy-12-tetradecenoic acid","C14 H26 O3"
675,4.74147821495492,"Zooxanthellactone","C22 H30 O2"
690,1.34190827455542,"threo-9,10-Dihydroxystearic acid","C18 H36 O4"
697,0.60221518825475,"","C30 H48 N4 O"
711,3.77876191505223,"","C27 H48 Cl N O4 S"
728,5.89334051770802,"Methyl 8-hydroxy-11E,17-Octadecadien-9-ynoate","C19 H30 O3"
751,6.69171595339644,"","C24 H18 N10 O4"
780,4.83477362476108,"","C17 H24 O4"
808,1.144718304491,"Apuleirin","C20 H20 O9"
829,1.82979768487549,"4,8,12,15,18-eicosapentaenoic acid","C20 H30 O2"
845,4.83477362476108,"methyl 8-[2-(2-formyl-vinyl)-3-hydroxy-5-oxo-cyclopentyl]-octanoate","C17 H26 O5"
852,3.27804878684382,"","C30 H45 N5 O2 S"
953,1.92674733855625,"LMST01060030","C32 H54 O7"
1044,4.28675042349156,"","C37 H55 N O4 S"
1062,7.81533830918199,"18-Oxocortisol","C21 H28 O6"
1148,3.30410001238219,"","C20 H38 Cl N4 O3 P"
1451,4.74688472507459,"","C33 H52 N4 O3"
3104,0.304378255541598,"Armatinol A","C30 H48 O4"
3791,2.96876231078068,"LMST02010018","C18 H22 O4"
4519,2.94122088221223,"10-Hydroxy-3,7-dimethyl-2E,6E-decadienoic acid","C12 H20 O3"
1059,2.26350717131241,"FAHFA 3:0/22:4","C25 H40 O4"
1699,3.10180273772051,"sarmentogenin","C24 H36 O4"
1703,2.91225084570551,"Lesquerolic acid","C20 H38 O3"
1725,2.2339673005486,"LMPR0106180020","C32 H52 O7"
1811,1.69286727731034,"3beta-Hydroxy-5alpha,6alpha-epoxy-9-oxo-9,10-seco-5-cholest-7-en-11-al","C27 H42 O4"
2197,2.36077159412015,"FAHFA 3:0/22:4","C25 H40 O4"
2220,5.0389634767634,"","C22 H35 N7 O4"
2309,2.92844146143218,"LMST01031185","C28 H42 O5"
142,4.0960507597695,"PI(22:0/12:0)","C43 H83 O13 P"
562,5.92780341250576,"Pentalinonside","C28 H42 O7"
992,2.3987092813182,"6-Bromo-5E,9Z,13Z,24Z-heptacosatetraenoic acid","C26 H43 Br O2"
2346,1.38268863641924,"","C18 H25 Cl N6"
4204,4.1061873472151,"","C12 H22 S2"
6764,4.11764915507005,"Tetranor-PGE1","C16 H26 O5"
329,0.390708042128351,"9-(3,5-dimethylfuran-2-yl)-nonanoic acid","C15 H24 O3"
388,2.1470141530256,"","C50 H78 O8"
564,1.44281633616114,"","C43 H74 N2 O10 P2 S2"
683,1.39385897288825,"","C19 H22 N4 O"
713,2.20672191312949,"FAHFA 2:0/26:2","C28 H50 O4"
805,1.23763835874906,"","C38 H76 N8 O6 P2"
977,2.5461674590439,"","C27 H30 N4 O3 S"
989,4.36700266289945,"PI O-18:0_16:3","C43 H79 O12 P"
997,5.35969961835797,"alpha-hydroxy myristic acid","C14 H28 O3"
1039,0.406715994805473,"5Z,8Z,11Z,14Z-Eicosatetraenedioic acid","C20 H30 O4"
1054,1.09256636900322,"","C35 H24 N2 O"
1109,4.18498384850798,"methyl 8-[3,5-epidioxy-2-(3-hydroperoxy-1-pentenyl)-cyclopentyl]-octanoate","C22 H36 O6"
1132,2.12040648068055,"","C16 H10 O3"
1151,2.84785603134596,"FAHFA 20:2/5:0","C25 H44 O4"
1174,1.88077466203069,"","C30 H47 N5 O S"
1186,0.908855346356258,"","C21 H31 N4 O2 P3 S"
1224,2.47126485378516,"","C23 H32 S"
1261,10.857404646216,"17-phenyl-trinor-PGE2","C23 H30 O5"
1267,1.67171226015876,"PG(18:0/22:1(11Z))","C46 H89 O10 P"
1325,3.80578723440798,"LMST01060029","C32 H54 O6"
1378,1.23624410783373,"","C22 H49 N8 O5 P"
1490,10.0002257907948,"","C20 H29 N O5"
1558,3.76904984132657,"",""
1610,1.60487093873254,"",""
1707,4.29132416282443,"LMST01010257","C27 H42 O3"
1708,2.27546906971959,"1alpha-hydroxy-21-nor-20-oxavitamin D3 / 1alpha-hydroxy-21-nor-20-oxacholecalciferol","C25 H40 O3"
1736,4.18090180215111,"Resolvin T1","C22 H34 O5"
1762,1.43927575649661,"PGF2alpha","C20 H34 O5"
1776,8.54117406145754,"","C26 H36 O6 S"
1787,2.59994174813365,"LMST01060018","C32 H52 O6"
1875,1.00636204753678,"","C27 H43 N8 O5 P"
1882,1.5280517427784,"2-(5-((2Z,5Z,8Z,11Z)-tetradeca-2,5,8,11-tetraen-1-yl)furan-2-yl)-ethanoic acid","C20 H26 O3"
2118,1.73466037657818,"Theonellasterol G","C30 H50 O4"
2163,1.91728885787032,"","C15 H30 O2 S"
2171,3.94358077270097,"","C20 H46 Cl N7 O2 S2"
2485,2.28057226719091,"","C21 H37 N5"
2786,2.13117189463899,"Gallicynoic acid H","C16 H28 O4"
3093,3.37488858076292,"","C25 H38 O3"
76,3.07673677554575,"ST 24:1;O4","C24 H40 O4"
445,3.75878881657729,"13-keto-9Z-octadecenoic acid","C18 H32 O3"
456,5.15962598082396,"LMST05040008","C29 H51 N O6 S"
844,3.86109893856988,"","C23 H44 Cl O P3"
893,1.75517901136093,"threo-9,10-Dihydroxystearic acid","C18 H36 O4"
1165,4.79774128657055,"Teasterone","C28 H48 O4"
1867,4.64957902841065,"","C28 H43 N5 O2 S"
5456,6.85515040801911,"2-hydroxy-tridecanoic acid","C13 H26 O3"
5641,3.76590701756156,"11-Hydroxy-9-tridecenoic acid","C13 H24 O3"
6670,4.97904704009568,"N-decanoyl-homoserine lactone","C14 H25 N O3"
1677,6.9369945016576,"5Z,8Z,11Z,14Z-Eicosatetraenedioic acid","C20 H30 O4"
2064,1.60555157300783,"icas#18","C26 H37 N O7"
2520,5.26135215980081,"17-hydroxy-1-oxo-2,3-seco-androstan-3-oic acid","C19 H30 O4"
2559,2.95352989344193,"Drophiobiolin B","C25 H34 O4"
2739,5.52672783784127,"","C21 H51 N8 O4 P S"
3384,2.21124572767466,"FAHFA 2:0/22:2","C24 H42 O4"
3578,3.5433509383769,"(23S)-1alpha-hydroxy-25,27-didehydrovitamin D3 26,23-lactone","C27 H38 O4"
1262,2.47573123770775,"","C22 H43 N4 O5 P"
1625,5.26644073734522,"ibha#18","C26 H37 N O8"
2016,4.33605732736873,"Ambrettolic acid","C16 H30 O3"
7,6.88532692190381,"LMST04010145","C24 H38 O5"
13,0.748659033189717,"ST 24:1;O4","C24 H40 O4"
96,1.39012319759862,"13-keto-9Z-octadecenoic acid","C18 H32 O3"
107,5.0190486061226,"ST 24:1;O5","C24 H40 O5"
132,1.37966814376935,"PI(16:0/18:1(9Z))","C43 H81 O13 P"
145,6.5536608698829,"FAHFA 9:0/9:0","C18 H34 O4"
151,0.816257101362646,"9-hydroxy-10-Octadecen-12-ynoic acid","C18 H30 O3"
152,1.98629103212898,"",""
166,0.711960164081992,"PI(12:0/22:2(13Z,16Z))","C43 H79 O13 P"
238,2.55703946202569,"FAHFA 13:0/16:2","C29 H52 O4"
239,2.4061667735693,"15-hydroxy-tetracosa-6,9,12,16,18-pentaenoic acid","C24 H38 O3"
287,1.89757650967015,"2-deoxyecdysone","C27 H44 O5"
299,1.78562351320971,"Certonardosterol L","C27 H46 O5"
328,1.5923301808984,"","C25 H44 N4 O2"
416,3.32661216193654,"","C48 H81 N4 P3"
441,3.63718260460523,"LMFA08020334","C18 H33 N O4"
442,0.70654157540012,"Fulvyne H","C48 H76 O9"
469,0.880447562397737,"","C22 H52 N6 O3 S"
471,3.42900759987121,"Methyl 7-oxo-11E-tetradecenoate","C15 H26 O3"
523,6.52850522268195,"LMST05040008","C29 H51 N O6 S"
580,4.88033804460519,"LMST05040008","C29 H51 N O6 S"
583,3.29198860811104,"PG(O-20:0/17:2(9Z,12Z))","C43 H83 O9 P"
585,6.80332644585487,"Bufotalin","C26 H36 O6"
601,3.18287368733662,"","C23 H50 N5 O5 P S"
639,4.79328567786409,"Viscutin 1","C27 H26 O11"
642,3.14433615426301,"","C23 H53 N4 O5 P"
656,2.21879782713153,"6alpha-Hydroxycastasterone","C28 H50 O5"
695,1.56941275620349,"Certonardosterol L","C27 H46 O5"
787,4.64817773011565,"PS 2:0_19:0","C27 H52 N O10 P"
789,3.81280732764952,"","C35 H26 N2 O"
812,3.18805483043606,"","C19 H20 N2 O2"
825,0.892732873483351,"FAHFA 2:0/16:1","C18 H32 O4"
853,9.41844994159473,"","C28 H42 O6"
861,8.09627896231904,"","C44 H79 N4 O7 P"
924,2.30208668394075,"13-keto-9Z-octadecenoic acid","C18 H32 O3"
935,1.18658304707252,"Malyngic acid","C18 H32 O5"
969,4.76821391523203,"Viscutin 1","C27 H26 O11"
972,1.94079991167506,"LMST01160025","C28 H40 O7"
1075,1.46625045123374,"Certonardosterol I","C29 H50 O5"
1089,2.7916950448923,"","C18 H43 Cl N9 O4 P"
1135,3.88133103236489,"7-oxo-11E-Tetradecenoic acid","C14 H24 O3"
1268,6.23324097060362,"Daidzein","C15 H10 O4"
1288,7.99047543746297,"","C26 H24 O9"
1389,1.13932715199356,"","C49 H56 N8 O8"
1484,1.68811343589739,"FAHFA 3:0/24:4","C27 H44 O4"
2046,1.05184927838311,"Certonardosterol J","C29 H50 O4"
2425,1.5923301808984,"","C27 H48 N4 O4"
1337,5.74815483373266,"3-methyl-tetradecanedioic acid","C15 H28 O4"
4004,3.67987225183123,"alpha-hydroxy myristic acid","C14 H28 O3"
203,1.12007279678796,"3'-Hydroxydaidzein","C15 H10 O5"
569,0.783720674031621,"","C43 H83 O11 P"
589,3.36013114697733,"LMST01160025","C28 H40 O7"
767,7.18039168077942,"","C40 H84 N2 O8 P2"
843,3.42634176245065,"","C34 H47 N O8"
1107,0.684535719586561,"","C52 H82 N4 O5"
1251,1.70805552185478,"FAHFA 2:0/22:3","C24 H40 O4"
1279,3.43406489916698,"Asperitaconic acid A","C12 H20 O5"
1661,10.9488710893316,"LMPK12120535","C26 H32 O6"
1856,5.55839947808981,"7,9,13,17-tetramethyl-7S,14S-dihydroxy-2E,4E,8E,10E,12E,16-octadecahexaenoic acid","C22 H32 O4"
1879,1.97781864127188,"11-deoxy-11-methylene-15-keto-PGD2","C21 H32 O4"
1973,6.33028505632122,"7-hydroxy-10E,16-heptadecadien-8-ynoic acid","C17 H26 O3"
1993,1.61478233579658,"","C19 H15 N5 O3"
2059,1.12911704573873,"FAHFA 3:0/22:4","C25 H40 O4"
2211,1.34506456017233,"Pinnasterol","C27 H42 O5"
2337,2.00166676386052,"FAHFA 2:0/26:2","C28 H50 O4"
2411,2.24623658935493,"16,16-dimethyl-PGE1","C22 H38 O5"
2728,12.5549206660251,"","C9 H26 N6 O S2"
3059,1.06431607004184,"","C57 H56 N2 O3 P2"
3103,3.72878087448701,"Urocortisone","C21 H32 O5"
3222,8.39631713393532,"","C24 H42 O5"
3721,3.20799242505073,"","C13 H22 S"
3893,2.52733407115486,"(9Z)-(7S,8S)-Dihydroxyoctadecenoic acid","C18 H34 O4"
854,3.22937415371429,"16,16-dimethyl-PGD2","C22 H36 O5"
1199,2.24463993615821,"LMGP06020080","C43 H81 O12 P"
1245,2.43262907712581,"","C30 H48 N4 O5"
1452,1.09180747607938,"",""
1579,3.48955956813994,"","C30 H46 N4 O4"
1624,4.51695483414546,"FAHFA 2:0/22:5","C24 H36 O4"
1751,2.34387988361619,"","C8 H16 O6 S"
782,5.88782158788361,"10(R)-hydroxy-8Z-octadeceneic acid","C18 H34 O3"
838,3.5024541241848,"","C35 H43 N5 O4"
2678,3.90226528398215,"16-methyl-6Z,9Z,12Z-heptadecatrienoic acid","C18 H30 O2"
3069,1.53026958326553,"","C33 H55 N P2"
3512,4.74566117252352,"","C19 H46 N4 O10 P2"
5071,6.0458812915633,"icas#18","C26 H37 N O7"
5551,2.83327114674981,"Cer 14:2;2O/5:0","C19 H35 N O3"
5702,5.70014027194007,"PGF2alpha-11-acetate methyl ester","C23 H38 O6"
81,3.93316666475252,"13-keto-9Z-octadecenoic acid","C18 H32 O3"
941,2.21684969490276,"FAHFA 2:0/16:1","C18 H32 O4"
2626,3.89933670311587,"6-Hydroxyoctadeca-7,9-diynoic acid","C18 H28 O3"
3333,4.29140739172815,"","C22 H36 N10 O S"
235,1.51411738086407,"LacCer(d18:1/12:0)","C42 H79 N O13"
304,0.843166619542444,"Dihydroxychaulmoogric acid","C18 H32 O4"
605,1.21259430826129,"Gallicynoic acid D","C18 H30 O4"
608,5.36277525011036,"","C22 H43 N4 O5 P"
720,4.017741467225,"","C25 H26 N6 O2"
792,2.38198326109958,"FAHFA 8:0/10:0","C18 H34 O4"
970,2.33732559768117,"","C20 H40 Cl N4 O3 P"
993,1.78865616622515,"Theonellasterol G","C30 H50 O4"
1183,1.6764677503947,"7-oxo-11E-Tetradecenoic acid","C14 H24 O3"
1202,1.20055967430429,"","C52 H80 N4 O4"
1266,0.200755378939978,"15-HETE-G","C23 H38 O5"
1410,1.69367624146661,"(22S)-1alpha,25-dihydroxy-22-ethoxy-26,27-dimethyl-23,24-tetradehydro-24a-homo-20-epivitamin D3 / (22S)-1alpha,25-dihydroxy-22-ethoxy-26,27-dimethyl-23,24-tetradehydro-24a-homo-20-epicholecalciferol","C32 H50 O4"
1481,0.94640995569437,"Okanin 4'-(6''-p-coumarylglucoside)","C30 H28 O13"
1512,2.94530843763695,"","C14 H21 Cl N5 P S"
1533,1.49512952325549,"LMST01031185","C28 H42 O5"
1615,4.17173584733467,"","C16 H10 O3"
1628,0.332499424864489,"","C42 H89 N4 O5 P3"
1786,2.26330544149586,"15-oxo-11Z,13E-eicosadienoic acid","C20 H34 O3"
1789,2.23510191517802,"5Z,8Z,11Z-Eicosatrienedioic acid","C20 H32 O4"
1893,2.74750390731085,"","C25 H29 N3 O3"
1913,1.24561969085147,"LMST01031185","C28 H42 O5"
1934,2.15036449543105,"",""
1990,0.214019894768069,"6alpha-Hydroxycastasterone","C28 H50 O5"
2048,2.14854302053718,"12,13-dihydroxy-11-methoxy-9-octadecenoic acid","C19 H36 O5"
2053,3.85583239307823,"","C28 H20 N4 O6"
2256,2.03792986858948,"","C31 H45 Cl N4 O"
2376,8.9746290476926,"Ophiobolin R","C26 H38 O4"
2445,1.60636399889323,"icas#18","C26 H37 N O7"
2530,1.50486309886765,"16-methyl-6Z,9Z,12Z-heptadecatrienoic acid","C18 H30 O2"
2635,1.59227051520963,"","C27 H51 N2 P S"
3129,6.19641051178198,"","C33 H53 N5 O2 S"
256,1.61270631158288,"9-hydroxy-10-Octadecen-12-ynoic acid","C18 H30 O3"
547,4.11025309608987,"LMST01160025","C28 H40 O7"
777,1.77879578993278,"","C22 H43 N4 O5 P"
1159,2.47835130442433,"LMST01010250","C27 H44 O4"
1431,1.84522115280563,"LMPK12020250","C18 H18 O5"
2897,2.47512563613016,"","C19 H18 N2 O3"
409,0.961140140139528,"8,9,10,11-Tetrafluoro-8E,10E-dodecadien-1-ol","C12 H18 F4 O"
595,13.7862845934129,"","C18 H12 N2 O3"
1770,3.1286826649201,"FAHFA 3:0/24:4","C27 H44 O4"
2450,3.35404033790775,"3E,9Z,12Z,15Z-octadecatetraenoic acid","C18 H28 O2"
2919,2.23510191517802,"","C21 H39 Cl O4"
3098,1.65531779763861,"","C16 H20 N6 O6"
3542,1.2186337353671,"cholacalcioic acid / 25,26,27-trinorvitamin D3 24-carboxylic acid / 25,26,27-trinorcholecalciferol 24-carboxylic acid","C24 H36 O3"
3659,3.57616903134008,"","C43 H45 N2 P"
3936,0.64913406775258,"","C32 H52 N8 O5"
4010,7.88049466419904,"","C31 H38 O S"
4107,5.18656410850278,"","C14 H32 Cl N4 O2 P"
4182,12.1853663554783,"","C15 H33 Cl N2 O6"
4340,4.61424194999628,"","C14 H22 N6 O2 S2"
4345,0.552335948800714,"","C30 H48 N8 O3"
5087,5.0207583843726,"PA(17:0/0:0)","C20 H41 O7 P"
5226,3.55976246908628,"Bufogargarizin C","C24 H26 O3"
5728,1.69352286506004,"","C29 H49 N3 O5"
6380,1.17107148267703,"","C22 H32 N4 O2"
1022,2.89797969014304,"FAHFA 2:0/16:0","C18 H34 O4"
1145,7.78458091257476,"Calvasterol B","C28 H40 O4"
2948,7.22312250342435,"1,2-(8R,9R-epoxy-17E-octadecen-4,6-diynoyl)-3-(hexadecanoyl)sn-glycerol","C54 H80 O8"
3286,2.27407693116386,"","C32 H48 N4 O4"
4325,4.0646165276895,"12-hydroxy-5Z,8Z,10Z,14Z-Eicosatetraenoic acid","C20 H32 O3"
885,3.48925145371272,"Ambrettolic acid","C16 H30 O3"
1126,8.24893361907977,"","C13 H39 N10 O3 P3 S"
1278,1.2926181088277,"FAHFA 2:0/16:2","C18 H30 O4"
36,0.181760769872604,"5-methyl-2E-tridecenoic acid","C14 H26 O2"
163,1.78133341577923,"PI(22:0/12:0)","C43 H83 O13 P"
173,6.35459265753708,"","C17 H19 N O3"
197,3.94996332620157,"FAHFA 4:0/14:1","C18 H32 O4"
199,0.982690020608251,"Methyl 7-oxo-11E-tetradecenoate","C15 H26 O3"
242,1.64273682458179,"Certonardosterol L","C27 H46 O5"
292,4.92163305083921,"6alpha-Hydroxycastasterone","C28 H50 O5"
322,2.90434662716516,"","C25 H38 N4 O2"
351,14.7966551158203,"LMFA08020334","C18 H33 N O4"
394,2.19505462396493,"","C29 H52 O4"
408,6.87396672135508,"Methyl 7-oxo-11E-tetradecenoate","C15 H26 O3"
478,5.68006581674725,"2-deoxyecdysone","C27 H44 O5"
495,1.65439559395103,"punaglandin 8","C23 H33 Cl O6"
501,1.95131365318825,"","C30 H46 N4 O2"
528,2.42840320756359,"Alepric acid","C14 H24 O2"
534,2.28872321509537,"LMST01010250","C27 H44 O4"
