"Compounds ID","Score1","Name","Formula"
276,1.23502083234231,"","C15 H24 N6 O2"
313,1.24842511788357,"Ambrettolic acid","C16 H30 O3"
334,262.893250330833,"ST 24:1;O4","C24 H40 O4"
360,1.50923140127977,"9-hydroxy-10-Octadecen-12-ynoic acid","C18 H30 O3"
405,12.113077377595,"LMST01010250","C27 H44 O4"
422,25.1796752975331,"7,9,13,17-tetramethyl-7S,14S-dihydroxy-2E,4E,8E,10E,12E,16-octadecahexaenoic acid","C22 H32 O4"
453,4.39838871204901,"Dormatinone","C27 H44 O3"
491,40999.4873498108,"","C24 H33 N3 O9"
497,6.6189819848179,"Colocynthenin F","C32 H48 O10"
537,0.666543413444449,"","C46 H84 N9 O4 P S"
540,1.08355911225445,"18:2-Glc-cholesterol","C51 H86 O7"
618,95.5643482145644,"PS 2:0_19:0","C27 H52 N O10 P"
633,8.04254872637222,"","C19 H28 O5"
643,3.90109728922713,"14-hydroxy-12-tetradecenoic acid","C14 H26 O3"
675,7.00571711945395,"Zooxanthellactone","C22 H30 O2"
690,1.49572334812007,"threo-9,10-Dihydroxystearic acid","C18 H36 O4"
697,0.318903014166565,"","C30 H48 N4 O"
711,20.5152552362497,"","C27 H48 Cl N O4 S"
728,238.125766633726,"Methyl 8-hydroxy-11E,17-Octadecadien-9-ynoate","C19 H30 O3"
751,575.318283330753,"","C24 H18 N10 O4"
780,5.78545446268567,"","C17 H24 O4"
808,0.0527464901533881,"Apuleirin","C20 H20 O9"
829,0.885735790707919,"4,8,12,15,18-eicosapentaenoic acid","C20 H30 O2"
845,5.78545446268567,"methyl 8-[2-(2-formyl-vinyl)-3-hydroxy-5-oxo-cyclopentyl]-octanoate","C17 H26 O5"
852,13.7481070932826,"","C30 H45 N5 O2 S"
953,2.6386501878048,"LMST01060030","C32 H54 O7"
1044,5.27637973410137,"","C37 H55 N O4 S"
1062,2583.36599327233,"18-Oxocortisol","C21 H28 O6"
1148,12.9720056041629,"","C20 H38 Cl N4 O3 P"
1451,70.0954582937321,"","C33 H52 N4 O3"
3104,0.179728919179462,"Armatinol A","C30 H48 O4"
3791,3.03057220295442,"LMST02010018","C18 H22 O4"
4519,9.06715878910388,"10-Hydroxy-3,7-dimethyl-2E,6E-decadienoic acid","C12 H20 O3"
1059,3.39943080409021,"FAHFA 3:0/22:4","C25 H40 O4"
1699,3.84976054285382,"sarmentogenin","C24 H36 O4"
1703,8.5932232925946,"Lesquerolic acid","C20 H38 O3"
1725,2.61826527526711,"LMPR0106180020","C32 H52 O7"
1811,1.79892272705014,"3beta-Hydroxy-5alpha,6alpha-epoxy-9-oxo-9,10-seco-5-cholest-7-en-11-al","C27 H42 O4"
2197,2.05187462426744,"FAHFA 3:0/22:4","C25 H40 O4"
2220,85.8850181399267,"","C22 H35 N7 O4"
2309,6.25116764185977,"LMST01031185","C28 H42 O5"
142,4.23629516174248,"PI(22:0/12:0)","C43 H83 O13 P"
562,139.934343548561,"Pentalinonside","C28 H42 O7"
992,2.19239987781651,"6-Bromo-5E,9Z,13Z,24Z-heptacosatetraenoic acid","C26 H43 Br O2"
2346,1.48812509674221,"","C18 H25 Cl N6"
4204,1.61138383499302,"","C12 H22 S2"
6764,35.8286209941023,"Tetranor-PGE1","C16 H26 O5"
329,0.182414206776473,"9-(3,5-dimethylfuran-2-yl)-nonanoic acid","C15 H24 O3"
388,2.45677124330457,"","C50 H78 O8"
564,1.65713193672469,"","C43 H74 N2 O10 P2 S2"
683,1.15376772796996,"","C19 H22 N4 O"
713,2.63159225806099,"FAHFA 2:0/26:2","C28 H50 O4"
805,0.72552014501262,"","C38 H76 N8 O6 P2"
977,5.90245451016434,"","C27 H30 N4 O3 S"
989,5.78711567522135,"PI O-18:0_16:3","C43 H79 O12 P"
997,7.15251072357723,"alpha-hydroxy myristic acid","C14 H28 O3"
1039,0.390161803096414,"5Z,8Z,11Z,14Z-Eicosatetraenedioic acid","C20 H30 O4"
1054,1.1237903659866,"","C35 H24 N2 O"
1109,30.2911200993641,"methyl 8-[3,5-epidioxy-2-(3-hydroperoxy-1-pentenyl)-cyclopentyl]-octanoate","C22 H36 O6"
1132,3.6238286666648,"","C16 H10 O3"
1151,1.40710425609182,"FAHFA 20:2/5:0","C25 H44 O4"
1174,2.73520462812662,"","C30 H47 N5 O S"
1186,0.0406006514633288,"","C21 H31 N4 O2 P3 S"
1224,3.6929450201681,"","C23 H32 S"
1261,70671.12975186,"17-phenyl-trinor-PGE2","C23 H30 O5"
1267,0.278224475438458,"PG(18:0/22:1(11Z))","C46 H89 O10 P"
1325,21.9605550479129,"LMST01060029","C32 H54 O6"
1378,1.25723706668894,"","C22 H49 N8 O5 P"
1490,27533.858721447,"","C20 H29 N O5"
1558,5.55841669088399,"",""
1610,1.68050242299241,"",""
1707,44.4966552078285,"LMST01010257","C27 H42 O3"
1708,3.25792397175546,"1alpha-hydroxy-21-nor-20-oxavitamin D3 / 1alpha-hydroxy-21-nor-20-oxacholecalciferol","C25 H40 O3"
1736,30.1490970456597,"Resolvin T1","C22 H34 O5"
1762,0.754718330744392,"PGF2alpha","C20 H34 O5"
1776,4521.41503761394,"","C26 H36 O6 S"
1787,6.27877380178822,"LMST01060018","C32 H52 O6"
1875,0.934041728870595,"","C27 H43 N8 O5 P"
1882,1.84383620277455,"2-(5-((2Z,5Z,8Z,11Z)-tetradeca-2,5,8,11-tetraen-1-yl)furan-2-yl)-ethanoic acid","C20 H26 O3"
2118,2.3525895191931,"Theonellasterol G","C30 H50 O4"
2163,2.65972061250918,"","C15 H30 O2 S"
2171,4.3398537918971,"","C20 H46 Cl N7 O2 S2"
2485,2.32807077556378,"","C21 H37 N5"
2786,2.4964700627513,"Gallicynoic acid H","C16 H28 O4"
3093,3.96518058555637,"","C25 H38 O3"
76,4.35189212273665,"ST 24:1;O4","C24 H40 O4"
445,16.4460752309463,"13-keto-9Z-octadecenoic acid","C18 H32 O3"
456,5.68095957414416,"LMST05040008","C29 H51 N O6 S"
844,10.0025685230793,"","C23 H44 Cl O P3"
893,1.5533349344681,"threo-9,10-Dihydroxystearic acid","C18 H36 O4"
1165,5.5439756038986,"Teasterone","C28 H48 O4"
1867,4.67455400380933,"","C28 H43 N5 O2 S"
5456,8.47358777338193,"2-hydroxy-tridecanoic acid","C13 H26 O3"
5641,6.90352731775151,"11-Hydroxy-9-tridecenoic acid","C13 H24 O3"
6670,27.9023677900779,"N-decanoyl-homoserine lactone","C14 H25 N O3"
1677,9.3108510535587,"5Z,8Z,11Z,14Z-Eicosatetraenedioic acid","C20 H30 O4"
2064,0.178972673134445,"icas#18","C26 H37 N O7"
2520,6.3868216431813,"17-hydroxy-1-oxo-2,3-seco-androstan-3-oic acid","C19 H30 O4"
2559,9.49871053630788,"Drophiobiolin B","C25 H34 O4"
2739,8.66907234724274,"","C21 H51 N8 O4 P S"
3384,3.15906520599085,"FAHFA 2:0/22:2","C24 H42 O4"
3578,14.0243221581007,"(23S)-1alpha-hydroxy-25,27-didehydrovitamin D3 26,23-lactone","C27 H38 O4"
1262,3.83359488987547,"","C22 H43 N4 O5 P"
1625,119.297331447918,"ibha#18","C26 H37 N O8"
2016,39.7685977677966,"Ambrettolic acid","C16 H30 O3"
7,8.77315069810439,"LMST04010145","C24 H38 O5"
13,0,"ST 24:1;O4","C24 H40 O4"
96,1.21045417035515,"13-keto-9Z-octadecenoic acid","C18 H32 O3"
107,70.1248667365162,"ST 24:1;O5","C24 H40 O5"
132,1.51494122925282,"PI(16:0/18:1(9Z))","C43 H81 O13 P"
145,603.263228037961,"FAHFA 9:0/9:0","C18 H34 O4"
151,0.803028654141781,"9-hydroxy-10-Octadecen-12-ynoic acid","C18 H30 O3"
152,2.5334603053521,"",""
166,0.427381408766743,"PI(12:0/22:2(13Z,16Z))","C43 H79 O13 P"
238,3.35462901073369,"FAHFA 13:0/16:2","C29 H52 O4"
239,2.78556747650461,"15-hydroxy-tetracosa-6,9,12,16,18-pentaenoic acid","C24 H38 O3"
287,2.52899988169331,"2-deoxyecdysone","C27 H44 O5"
299,1.98177646748661,"Certonardosterol L","C27 H46 O5"
328,1.75199228696481,"","C25 H44 N4 O2"
416,13.0468879895674,"","C48 H81 N4 P3"
441,20.4611947394889,"LMFA08020334","C18 H33 N O4"
442,0.678112049977918,"Fulvyne H","C48 H76 O9"
469,0.0389097280255084,"","C22 H52 N6 O3 S"
471,3.75776814159244,"Methyl 7-oxo-11E-tetradecenoate","C15 H26 O3"
523,586.252705082119,"LMST05040008","C29 H51 N O6 S"
580,72.2019197197212,"LMST05040008","C29 H51 N O6 S"
583,11.4929092483787,"PG(O-20:0/17:2(9Z,12Z))","C43 H83 O9 P"
585,647.699750895089,"Bufotalin","C26 H36 O6"
601,5.59575723873667,"","C23 H50 N5 O5 P S"
639,77.3189256632846,"Viscutin 1","C27 H26 O11"
642,4.04296912974223,"","C23 H53 N4 O5 P"
656,2.47506148148475,"6alpha-Hydroxycastasterone","C28 H50 O5"
695,1.93955275558226,"Certonardosterol L","C27 H46 O5"
787,49.3849834278458,"PS 2:0_19:0","C27 H52 N O10 P"
789,21.4413297725663,"","C35 H26 N2 O"
812,12.487707473269,"","C19 H20 N2 O2"
825,0.148171506920856,"FAHFA 2:0/16:1","C18 H32 O4"
853,11868.9428303636,"","C28 H42 O6"
861,1681.0026645846,"","C44 H79 N4 O7 P"
924,3.75013598041482,"13-keto-9Z-octadecenoic acid","C18 H32 O3"
935,1.24448019643719,"Malyngic acid","C18 H32 O5"
969,74.9963482457872,"Viscutin 1","C27 H26 O11"
972,2.07081143482352,"LMST01160025","C28 H40 O7"
1075,1.48550774702618,"Certonardosterol I","C29 H50 O5"
1089,7.37093269430945,"","C18 H43 Cl N9 O4 P"
1135,27.8651465126373,"7-oxo-11E-Tetradecenoic acid","C14 H24 O3"
1268,386.771195156424,"Daidzein","C15 H10 O4"
1288,2775.45215940564,"","C26 H24 O9"
1389,0.502838589491511,"","C49 H56 N8 O8"
1484,1.72978626492509,"FAHFA 3:0/24:4","C27 H44 O4"
2046,1.06371270295478,"Certonardosterol J","C29 H50 O4"
2425,1.75199228696481,"","C27 H48 N4 O4"
1337,6.36392805152436,"3-methyl-tetradecanedioic acid","C15 H28 O4"
4004,4.40343655555326,"alpha-hydroxy myristic acid","C14 H28 O3"
203,1.15945091598319,"3'-Hydroxydaidzein","C15 H10 O5"
569,0.768538023593265,"","C43 H83 O11 P"
589,3.85588869518288,"LMST01160025","C28 H40 O7"
767,12.3221919230769,"","C40 H84 N2 O8 P2"
843,15.1435272360598,"","C34 H47 N O8"
1107,0.579374114535814,"","C52 H82 N4 O5"
1251,1.85332017218717,"FAHFA 2:0/22:3","C24 H40 O4"
1279,0.735981441873171,"Asperitaconic acid A","C12 H20 O5"
1661,79694.9958622042,"LMPK12120535","C26 H32 O6"
1856,8.99100931211325,"7,9,13,17-tetramethyl-7S,14S-dihydroxy-2E,4E,8E,10E,12E,16-octadecahexaenoic acid","C22 H32 O4"
1879,1.0209559718553,"11-deoxy-11-methylene-15-keto-PGD2","C21 H32 O4"
1973,465.793160058635,"7-hydroxy-10E,16-heptadecadien-8-ynoic acid","C17 H26 O3"
1993,1.62792382194537,"","C19 H15 N5 O3"
2059,1.16970992730206,"FAHFA 3:0/22:4","C25 H40 O4"
2211,1.49605742425482,"Pinnasterol","C27 H42 O5"
2337,2.36802824139746,"FAHFA 2:0/26:2","C28 H50 O4"
2411,2.3455411797529,"16,16-dimethyl-PGE1","C22 H38 O5"
2728,320094.991756854,"","C9 H26 N6 O S2"
3059,1.06160524900888,"","C57 H56 N2 O3 P2"
3103,7.15023399024031,"Urocortisone","C21 H32 O5"
3222,3390.6948481243,"","C24 H42 O5"
3721,8.05075318000571,"","C13 H22 S"
3893,5.81522793418368,"(9Z)-(7S,8S)-Dihydroxyoctadecenoic acid","C18 H34 O4"
854,4.45881470760091,"16,16-dimethyl-PGD2","C22 H36 O5"
1199,4.15836359141311,"LMGP06020080","C43 H81 O12 P"
1245,3.29112618755891,"","C30 H48 N4 O5"
1452,1.09978870084139,"",""
1579,13.4198955718642,"","C30 H46 N4 O4"
1624,5.40992079473737,"FAHFA 2:0/22:5","C24 H36 O4"
1751,4.55827709446864,"","C8 H16 O6 S"
782,7.47409542006664,"10(R)-hydroxy-8Z-octadeceneic acid","C18 H34 O3"
838,14.5582275545511,"","C35 H43 N5 O4"
2678,22.2295764097277,"16-methyl-6Z,9Z,12Z-heptadecatrienoic acid","C18 H30 O2"
3069,1.70343819824997,"","C33 H55 N P2"
3512,27.694444103219,"","C19 H46 N4 O10 P2"
5071,336.789651177073,"icas#18","C26 H37 N O7"
5551,3.74160205042173,"Cer 14:2;2O/5:0","C19 H35 N O3"
5702,10.5847070919593,"PGF2alpha-11-acetate methyl ester","C23 H38 O6"
81,12.4742469375553,"13-keto-9Z-octadecenoic acid","C18 H32 O3"
941,2.75527697252295,"FAHFA 2:0/16:1","C18 H32 O4"
2626,8.04981483186855,"6-Hydroxyoctadeca-7,9-diynoic acid","C18 H28 O3"
3333,40.3596583433717,"","C22 H36 N10 O S"
235,0.498598708568159,"LacCer(d18:1/12:0)","C42 H79 N O13"
304,0.763027922923648,"Dihydroxychaulmoogric acid","C18 H32 O4"
605,1.28615222350976,"Gallicynoic acid D","C18 H30 O4"
608,153.385193926999,"","C22 H43 N4 O5 P"
720,30.6868788593081,"","C25 H26 N6 O2"
792,3.74939316046249,"FAHFA 8:0/10:0","C18 H34 O4"
970,4.26206354262826,"","C20 H40 Cl N4 O3 P"
993,2.48447531569027,"Theonellasterol G","C30 H50 O4"
1183,1.9469074330986,"7-oxo-11E-Tetradecenoic acid","C14 H24 O3"
1202,1.16805984013409,"","C52 H80 N4 O4"
1266,0.0526379726283928,"15-HETE-G","C23 H38 O5"
1410,1.96274568334023,"(22S)-1alpha,25-dihydroxy-22-ethoxy-26,27-dimethyl-23,24-tetradehydro-24a-homo-20-epivitamin D3 / (22S)-1alpha,25-dihydroxy-22-ethoxy-26,27-dimethyl-23,24-tetradehydro-24a-homo-20-epicholecalciferol","C32 H50 O4"
1481,0.259356679122351,"Okanin 4'-(6''-p-coumarylglucoside)","C30 H28 O13"
1512,7.93687839978961,"","C14 H21 Cl N5 P S"
1533,0.546379729295479,"LMST01031185","C28 H42 O5"
1615,32.9768054413612,"","C16 H10 O3"
1628,0.301943243788465,"","C42 H89 N4 O5 P3"
1786,2.70821236361023,"15-oxo-11Z,13E-eicosadienoic acid","C20 H34 O3"
1789,2.41991422781519,"5Z,8Z,11Z-Eicosatrienedioic acid","C20 H32 O4"
1893,7.48541178789651,"","C25 H29 N3 O3"
1913,1.27088123780898,"LMST01031185","C28 H42 O5"
1934,2.31034908053884,"",""
1990,0.0534479942254605,"6alpha-Hydroxycastasterone","C28 H50 O5"
2048,3.61649657849234,"12,13-dihydroxy-11-methoxy-9-octadecenoic acid","C19 H36 O5"
2053,27.0542028452072,"","C28 H20 N4 O6"
2256,2.97018073216119,"","C31 H45 Cl N4 O"
2376,9120.12827328804,"Ophiobolin R","C26 H38 O4"
2445,1.83712674999248,"icas#18","C26 H37 N O7"
2530,0.84340864079098,"16-methyl-6Z,9Z,12Z-heptadecatrienoic acid","C18 H30 O2"
2635,0.477215503433991,"","C27 H51 N2 P S"
3129,10.6623540645765,"","C33 H53 N5 O2 S"
256,0.0912974157793888,"9-hydroxy-10-Octadecen-12-ynoic acid","C18 H30 O3"
547,33.7284031851994,"LMST01160025","C28 H40 O7"
777,2.35551957312354,"","C22 H43 N4 O5 P"
1159,5.08581908818976,"LMST01010250","C27 H44 O4"
1431,2.37918667340528,"LMPK12020250","C18 H18 O5"
2897,0.701620096865989,"","C19 H18 N2 O3"
409,0.596510414765867,"8,9,10,11-Tetrafluoro-8E,10E-dodecadien-1-ol","C12 H18 F4 O"
595,1700383.43195405,"","C18 H12 N2 O3"
1770,3.97076038672604,"FAHFA 3:0/24:4","C27 H44 O4"
2450,4.29672647554237,"3E,9Z,12Z,15Z-octadecatetraenoic acid","C18 H28 O2"
2919,2.41991422781519,"","C21 H39 Cl O4"
3098,0.513142736042561,"","C16 H20 N6 O6"
3542,1.26420551349198,"cholacalcioic acid / 25,26,27-trinorvitamin D3 24-carboxylic acid / 25,26,27-trinorcholecalciferol 24-carboxylic acid","C24 H36 O3"
3659,4.9992309042951,"","C43 H45 N2 P"
3936,0.336603063151836,"","C32 H52 N8 O5"
4010,27.5892224275451,"","C31 H38 O S"
4107,125.255161762454,"","C14 H32 Cl N4 O2 P"
4182,308560.6877495,"","C15 H33 Cl N2 O6"
4340,63.1808887875751,"","C14 H22 N6 O2 S2"
4345,0.301105719038181,"","C30 H48 N8 O3"
5087,86.2132298956848,"PA(17:0/0:0)","C20 H41 O7 P"
5226,17.3433654127617,"Bufogargarizin C","C24 H26 O3"
5728,1.78239659163762,"","C29 H49 N3 O5"
6380,1.21768720130165,"","C22 H32 N4 O2"
1022,7.44720859779061,"FAHFA 2:0/16:0","C18 H34 O4"
1145,2482.88006396052,"Calvasterol B","C28 H40 O4"
2948,1282.99952126962,"1,2-(8R,9R-epoxy-17E-octadecen-4,6-diynoyl)-3-(hexadecanoyl)sn-glycerol","C54 H80 O8"
3286,2.42193918055719,"","C32 H48 N4 O4"
4325,4.08572465852397,"12-hydroxy-5Z,8Z,10Z,14Z-Eicosatetraenoic acid","C20 H32 O3"
885,3.53574832556892,"Ambrettolic acid","C16 H30 O3"
1126,4051.93370224254,"","C13 H39 N10 O3 P3 S"
1278,1.41520106170918,"FAHFA 2:0/16:2","C18 H30 O4"
36,0.14469131073688,"5-methyl-2E-tridecenoic acid","C14 H26 O2"
163,1.60298014762149,"PI(22:0/12:0)","C43 H83 O13 P"
173,333.571554136813,"","C17 H19 N O3"
197,27.3000135769367,"FAHFA 4:0/14:1","C18 H32 O4"
199,0.989104427839805,"Methyl 7-oxo-11E-tetradecenoate","C15 H26 O3"
242,1.47286602523464,"Certonardosterol L","C27 H46 O5"
292,8.62045154600848,"6alpha-Hydroxycastasterone","C28 H50 O5"
322,3.0669426974105,"","C25 H38 N4 O2"
351,2482920.18351533,"LMFA08020334","C18 H33 N O4"
394,3.06443716404879,"","C29 H52 O4"
408,8.65915451086723,"Methyl 7-oxo-11E-tetradecenoate","C15 H26 O3"
478,10.3428831162512,"2-deoxyecdysone","C27 H44 O5"
495,1.94157833996455,"punaglandin 8","C23 H33 Cl O6"
501,2.93871614514774,"","C30 H46 N4 O2"
528,3.02308681528694,"Alepric acid","C14 H24 O2"
534,2.46312456187078,"LMST01010250","C27 H44 O4"
536,1.93574180797342,"Methyl 7-oxo-11E-tetradecenoate","C15 H26 O3"
